iter	RMSE
389	0.1525099399
390	0.1523984667
391	0.1523126615
392	0.1522014282
393	0.1520578529
394	0.151990885
395	0.1519102516
396	0.1518307991
397	0.1516960419
398	0.1516249736
399	0.1515135532
400	0.1514332936
401	0.1513594734
402	0.1512590468
403	0.1511582798
404	0.1509782517
405	0.1509041976
406	0.150847851
407	0.1507228546
408	0.1506503624
409	0.1505364391
410	0.1504222102
411	0.1503511386
412	0.1502127158
413	0.1501222675
414	0.1499843706
415	0.1498142488
416	0.1496786034
417	0.1495899129
418	0.1494232847
419	0.1493385388
420	0.1491977034
421	0.1491062898
422	0.1490015744
423	0.1488996787
424	0.1488709203
425	0.1487856853
426	0.1486807952
427	0.1486022085
428	0.1484873919
429	0.1483334811
430	0.1481578783
431	0.1480330406
432	0.1479333184
433	0.1478091118
434	0.1477095132
435	0.1475994142
436	0.1474567551
437	0.1473830944
438	0.1473146571
439	0.1471726255
440	0.1471160777
441	0.1469872971
442	0.1468986292
443	0.1468295177
444	0.1467066358
445	0.1466143605
446	0.1465254544
447	0.146451144
448	0.1463836409
449	0.1462685604
450	0.1461739549
451	0.1460855102
452	0.1459899237
453	0.145917144
454	0.1458192473
455	0.1457535441
456	0.1456239142
457	0.1455716245
458	0.1454890534
459	0.145391463
460	0.1452884371
461	0.1451897476
462	0.1451331624
463	0.1449411814
464	0.1448598572
465	0.1448105637
466	0.144741766
467	0.1446654718
468	0.144595987
469	0.1444888096
470	0.1442656898
471	0.1442220552
472	0.1441739445
473	0.1440457262
474	0.1440035231
475	0.1439276433
476	0.143802734
477	0.1437069925
478	0.1436077632
479	0.1435757859
480	0.1435306355
481	0.1434725404
482	0.143378275
483	0.1433491336
484	0.1432738676
485	0.1431797809
486	0.1431509897
487	0.1430786166
488	0.1430264996
489	0.1429601647
490	0.1429360137
491	0.1428922188
492	0.1428040697
493	0.142689498
494	0.1426411271
495	0.1425724287
496	0.142498076
497	0.1424303276
498	0.1423631436
499	0.1422980948
500	0.1422013524
501	0.1420754199
502	0.1419845602
503	0.141942327
504	0.1419245987
505	0.1418783581
506	0.1417860843
507	0.1417205259
508	0.1416748205
509	0.1416153822
510	0.1415062103
511	0.1414581904
512	0.1414189571
513	0.1413888814
514	0.1413634842
515	0.1413196519
516	0.1412262548
517	0.141082155
518	0.1409408419
519	0.1408887715
520	0.1407731053
521	0.140706741
522	0.1406566348
523	0.1405962401
524	0.1405482624
525	0.1405107474
526	0.1404797654
527	0.140417096
528	0.1403311582
529	0.1402794242
530	0.1401189359
531	0.1400278168
532	0.1399013239
533	0.1397687193
534	0.139717131
535	0.1396897149
536	0.1396336642
537	0.139586027
538	0.1394933316
539	0.1394384028
540	0.1393943474
541	0.139294688
542	0.1392390351
543	0.1391521674
544	0.1390708764
545	0.1390315124
546	0.1389894046
547	0.1389345081
548	0.138848762
549	0.1387822301
550	0.1387194677
551	0.1385821063
552	0.1385185185
553	0.1384830103
554	0.1384486248
555	0.1383380174
556	0.1382976337
557	0.1382717575
558	0.1382118213
559	0.138147989
560	0.1380655859
561	0.1379525858
562	0.1378753007
563	0.1378287276
564	0.1378013747
565	0.1377695364
566	0.1377362361
567	0.1376866921
568	0.1376060813
569	0.1375457366
570	0.1374571008
571	0.1374189205
572	0.1373683104
573	0.1372871408
574	0.1372438884
575	0.1371878409
576	0.1371222555
577	0.1370482818
578	0.1369897105
579	0.1369077435
580	0.1368455603
581	0.1367849851
582	0.1367535156
583	0.1366699236
584	0.1366425201
585	0.1366032112
586	0.13654105
587	0.1365093595
588	0.1364837847
589	0.1364290696
590	0.1363396033
591	0.1362866321
592	0.136161735
593	0.1360934792
594	0.1360230916
595	0.1359523281
596	0.135900667
597	0.1358553545
598	0.1357473067
599	0.1357110716
600	0.1356292952
601	0.1355781616
602	0.1355407943
603	0.1354955544
604	0.1354680943
605	0.135428575
606	0.135395655
607	0.135351421
608	0.1353294916
609	0.1352793153
610	0.1352501441
611	0.1352020435
612	0.1351794489
613	0.1351231082
614	0.1350487796
615	0.1349897245
616	0.1349345389
617	0.1348738196
618	0.1347771555
619	0.1347272719
620	0.1346725865
621	0.1346447858
622	0.1345968572
623	0.1345654584
624	0.1345292129
625	0.1344258874
626	0.1344012083
627	0.1343232541
628	0.13428767
629	0.1342543413
630	0.1342299161
631	0.1341836492
632	0.1341164831
633	0.1340416423
634	0.1340081082
635	0.1339785987
636	0.1339203876
637	0.1338731983
638	0.133839082
639	0.1337951345
640	0.1337415692
641	0.1336942781
642	0.1336583945
643	0.1335722624
644	0.1335273409
645	0.1334918638
646	0.1333797509
647	0.1332958487
648	0.1332737116
649	0.1332303562
650	0.133156305
651	0.1331523276
652	0.1331225791
653	0.1331072448
654	0.1330447174
655	0.1329955248
656	0.1329414958
657	0.1328038659
658	0.1327786826
659	0.1327529028
660	0.1327251738
661	0.1327041965
662	0.1326460135
663	0.1326131448
664	0.1325925553
665	0.1325644888
666	0.1325307537
667	0.1325092429
668	0.132480032
669	0.132443501
670	0.1323740105
671	0.1323499884
672	0.1323271155
673	0.1323070162
674	0.1322757118
675	0.1322509123
676	0.1322169358
677	0.1321974411
678	0.1321683986
679	0.1321442262
680	0.1320892707
681	0.1320591847
682	0.1320192284
683	0.1319870417
684	0.1319683927
685	0.1318987126
686	0.131848223
687	0.1318204873
688	0.1317647527
689	0.1316992755
690	0.1316773556
691	0.1316319342
692	0.1316166629
693	0.1315868116
694	0.131544017
695	0.1315215875
696	0.1314948894
697	0.1314608354
698	0.1314295797
699	0.1313999415
700	0.1313845074
701	0.1313473284
702	0.1313169018
703	0.1312724913
704	0.131244373
705	0.1312095559
706	0.1311634226
707	0.1311509577
708	0.1311381436
709	0.1310997415
710	0.1310518911
711	0.1310124208
712	0.1309781057
713	0.1309568246
714	0.1308764834
715	0.1308609637
716	0.1308179422
717	0.1307607755
718	0.1307449726
719	0.1307124856
720	0.1306632596
721	0.130644463
722	0.1306087021
723	0.130596214
724	0.130579366
725	0.1305234622
726	0.1304727992
727	0.1304283688
728	0.1303639817
729	0.1303123522
730	0.1302709885
731	0.1302171525
732	0.1301754351
733	0.1301354005
734	0.130088506
735	0.130062863
736	0.1300375152
737	0.130001017
738	0.129937214
739	0.129917711
740	0.1298472656
741	0.1298084049
742	0.1297861203
743	0.1297504133
744	0.1297258863
745	0.1297123199
746	0.1296885973
747	0.1296735398
748	0.1296504412
749	0.1296024972
750	0.1295821209
751	0.1295562057
752	0.1295396137
753	0.1295095789
754	0.1294447889
755	0.1294302323
756	0.129382942
757	0.1293499731
758	0.1293285696
759	0.12928855
760	0.1292575437
761	0.1292326466
762	0.129215124
763	0.1292009892
764	0.1291855295
765	0.1291667647
766	0.1291345948
767	0.1290742977
768	0.1290462599
769	0.1290115733
770	0.128979433
771	0.1289515204
772	0.1289346293
773	0.1288800471
774	0.1288679588
775	0.1288426851
776	0.128813138
777	0.1287846483
778	0.1287687665
779	0.128746669
780	0.1287173317
781	0.128686912
782	0.1286628916
783	0.1286441334
784	0.1286016403
785	0.1285566432
786	0.1285333056
787	0.1284923302
788	0.1284449027
789	0.128419398
790	0.1283881203
791	0.1283155226
792	0.1282695878
793	0.1282566395
794	0.12823107
795	0.1282000424
796	0.1281571549
797	0.128105972
798	0.1281004317
799	0.128078811
800	0.1280461707
801	0.1280348108
802	0.1279809259
803	0.1279389523
804	0.1278952768
805	0.1278835226
806	0.1278416794
807	0.1278198614
808	0.1277853287
809	0.1277721395
810	0.1277509971
811	0.1277306525
812	0.1277084816
813	0.1276802298
814	0.1276213053
815	0.1276027267
816	0.1275614942
817	0.1275357833
818	0.1275043396
819	0.1274913695
820	0.1274450528
821	0.1274218759
822	0.1273957285
823	0.127383555
824	0.1273390912
825	0.1273121679
826	0.1272807726
827	0.1272621379
828	0.1272504142
829	0.1272064186
830	0.1271956812
831	0.1271733044
832	0.1271351785
833	0.1271112292
834	0.1270686196
835	0.1270511069
836	0.1270351153
837	0.1270322272
838	0.1269820995
839	0.1269548582
840	0.1269282381
841	0.1268799221
842	0.1268642397
843	0.1268285521
844	0.1268178329
845	0.1267903151
846	0.1267702599
847	0.1267419491
848	0.1267212028
849	0.1266961789
850	0.1266802238
851	0.1266410612
852	0.1266135204
853	0.1265817885
854	0.1265584752
855	0.1265311096
856	0.1264967168
857	0.1264754674
858	0.1264363189
859	0.1264064261
860	0.1263614088
861	0.1263443809
862	0.1262944197
863	0.1262702683
864	0.1262182715
865	0.1261888677
866	0.1261487295
867	0.1261409133
868	0.126118821
869	0.1261063113
870	0.126091385
871	0.1260764663
872	0.1260653503
873	0.1260556697
874	0.1260422812
875	0.1260231951
876	0.1260142561
877	0.1259832963
878	0.1259203244
879	0.1258737096
880	0.1258544265
881	0.1258306457
882	0.1258151843
883	0.1258012662
884	0.1257938495
885	0.1257590787
886	0.1257304696
887	0.1257132595
888	0.1257022978
889	0.1256887467
890	0.1256637803
891	0.1256535361
892	0.1256320858
893	0.1256255425
894	0.1255879807
895	0.1255675907
896	0.1255414662
897	0.1255300275
898	0.1255062035
899	0.1254800658
900	0.1254501441
901	0.1254346399
902	0.1254191669
903	0.1254087727
904	0.1253690319
905	0.1253525869
906	0.1253350582
907	0.1253193935
908	0.1253131233
909	0.1252903959
910	0.1252653554
911	0.1252533343
912	0.1252320409
913	0.1252160425
914	0.1251961729
915	0.1251717601
916	0.1251563189
917	0.1251316515
918	0.1251076757
919	0.1250890074
920	0.1250746701
921	0.1250580134
922	0.1250414523
923	0.1249908519
924	0.1249711422
925	0.1249460561
926	0.1249189612
927	0.1249000654
928	0.1248806018
929	0.1248598326
930	0.1248167643
931	0.1248110089
932	0.1247971895
933	0.1247839535
934	0.1247617308
935	0.1247303574
936	0.124719735
937	0.1247057776
938	0.1246758682
939	0.1246654408
940	0.1246579935
941	0.1246428594
942	0.1246165103
943	0.1245855668
944	0.1245600516
945	0.1245515273
946	0.1245439229
947	0.1245346306
948	0.1245273743
949	0.1245156639
950	0.1244992198
951	0.1244622947
952	0.1244545016
953	0.1244466334
954	0.1244370001
955	0.1244100989
956	0.124390263
957	0.1243770902
958	0.1243632121
959	0.1243374741
960	0.1243235712
961	0.1243007539
962	0.1242837087
963	0.1242445502
964	0.1242326262
965	0.124211352
966	0.1241816974
967	0.1241710903
968	0.1241276654
969	0.124117759
970	0.1241087673
971	0.1240946337
972	0.1240810077
973	0.1240576664
974	0.1240506449
975	0.1240246166
976	0.1239960303
977	0.1239843517
978	0.1239662417
979	0.1239448497
980	0.1239065728
981	0.1239016978
982	0.1238879073
983	0.1238810466
984	0.1238657153
985	0.1238521384
986	0.1238399613
987	0.123832089
988	0.1238098492
989	0.1238031216
990	0.1237895309
991	0.1237799135
992	0.1237677946
993	0.1237604064
994	0.1237329503
995	0.1237243793
996	0.1236803289
997	0.1236746688
998	0.1236409527
999	0.1236279632
