iter	Passed	Remaining
329	1509	3064
330	1513	3059
331	1517	3054
332	1522	3049
333	1526	3043
334	1530	3038
335	1534	3032
336	1538	3026
337	1542	3020
338	1546	3014
339	1549	3008
340	1553	3002
341	1557	2996
342	1561	2990
343	1565	2984
344	1569	2979
345	1573	2973
346	1577	2968
347	1581	2963
348	1586	2958
349	1590	2953
350	1594	2949
351	1599	2944
352	1604	2940
353	1609	2936
354	1614	2934
355	1620	2930
356	1624	2926
357	1629	2921
358	1635	2919
359	1639	2913
360	1642	2907
361	1646	2901
362	1650	2895
363	1654	2890
364	1658	2884
365	1662	2879
366	1665	2873
367	1669	2867
368	1673	2862
369	1677	2856
370	1681	2851
371	1685	2846
372	1690	2840
373	1693	2835
374	1698	2830
375	1702	2826
376	1707	2821
377	1711	2816
378	1715	2810
379	1719	2805
380	1723	2800
381	1727	2795
382	1731	2789
383	1735	2784
384	1740	2779
385	1744	2774
386	1747	2768
387	1752	2763
388	1756	2758
389	1760	2753
390	1764	2747
391	1768	2742
392	1772	2738
393	1776	2733
394	1781	2727
395	1785	2723
396	1790	2719
397	1795	2715
398	1800	2711
399	1804	2707
400	1810	2704
401	1814	2699
402	1819	2695
403	1824	2691
404	1830	2688
405	1834	2683
406	1838	2678
407	1842	2673
408	1846	2668
409	1850	2662
410	1854	2657
411	1858	2652
412	1862	2646
413	1866	2642
414	1870	2636
415	1874	2631
416	1878	2626
417	1882	2620
418	1886	2615
419	1890	2610
420	1895	2606
421	1899	2601
422	1903	2596
423	1907	2591
424	1911	2586
425	1915	2580
426	1919	2575
427	1923	2570
428	1927	2565
429	1931	2560
430	1935	2554
431	1939	2549
432	1943	2544
433	1947	2539
434	1951	2534
435	1955	2529
436	1959	2523
437	1963	2519
438	1967	2514
439	1971	2509
440	1975	2504
441	1980	2499
442	1984	2495
443	1988	2490
444	1993	2486
445	1997	2481
446	2002	2477
447	2007	2473
448	2013	2470
449	2018	2466
450	2023	2462
451	2028	2459
452	2033	2455
453	2037	2450
454	2042	2445
455	2046	2441
456	2050	2436
457	2054	2431
458	2058	2426
459	2062	2421
460	2067	2416
461	2071	2412
462	2076	2407
463	2081	2404
464	2086	2400
465	2092	2398
466	2097	2394
467	2102	2389
468	2106	2385
469	2111	2380
470	2115	2375
471	2119	2370
472	2123	2365
473	2127	2361
474	2131	2356
475	2136	2351
476	2140	2346
477	2144	2342
478	2148	2337
479	2152	2332
480	2156	2327
481	2161	2322
482	2165	2318
483	2170	2313
484	2174	2309
485	2179	2304
486	2183	2300
487	2187	2295
488	2192	2291
489	2197	2287
490	2202	2283
491	2207	2279
492	2212	2275
493	2217	2271
494	2222	2267
495	2227	2263
496	2233	2260
497	2237	2255
498	2241	2250
499	2245	2245
500	2250	2241
501	2254	2236
502	2258	2231
503	2262	2226
504	2266	2221
505	2270	2216
506	2274	2212
507	2278	2207
508	2284	2203
509	2289	2199
510	2293	2194
511	2297	2189
512	2302	2185
513	2306	2180
514	2310	2176
515	2315	2171
516	2319	2166
517	2323	2162
518	2328	2157
519	2332	2153
520	2336	2148
521	2341	2144
522	2345	2139
523	2350	2134
524	2354	2130
525	2358	2125
526	2363	2121
527	2367	2116
528	2372	2112
529	2377	2107
530	2382	2104
531	2386	2099
532	2390	2094
533	2395	2090
534	2399	2085
535	2404	2081
536	2409	2077
537	2414	2073
538	2418	2068
539	2423	2064
540	2429	2061
541	2434	2056
542	2438	2052
543	2442	2047
544	2446	2042
545	2451	2038
546	2455	2033
547	2459	2028
548	2463	2024
549	2468	2019
550	2472	2014
551	2476	2010
552	2482	2006
553	2486	2001
554	2490	1997
555	2495	1992
556	2499	1987
557	2503	1983
558	2507	1978
559	2512	1973
560	2516	1969
561	2520	1964
562	2524	1959
563	2528	1954
564	2532	1949
565	2536	1944
566	2540	1939
567	2544	1935
568	2548	1930
569	2551	1925
570	2555	1920
571	2559	1915
572	2564	1910
573	2568	1906
574	2576	1904
575	2581	1899
576	2585	1895
577	2590	1891
578	2595	1887
579	2600	1882
580	2605	1879
581	2611	1875
582	2616	1871
583	2622	1868
584	2627	1864
585	2632	1859
586	2636	1855
587	2641	1850
588	2645	1846
589	2649	1841
590	2654	1836
591	2658	1832
592	2662	1827
593	2667	1822
594	2671	1818
595	2676	1814
596	2680	1809
597	2685	1805
598	2689	1800
599	2693	1795
600	2698	1791
601	2702	1786
602	2706	1782
603	2711	1777
604	2715	1772
605	2719	1768
606	2723	1763
607	2728	1758
608	2732	1754
609	2736	1749
610	2740	1744
611	2744	1740
612	2749	1735
613	2753	1730
614	2757	1726
615	2761	1721
616	2766	1717
617	2771	1713
618	2776	1709
619	2781	1704
620	2785	1700
621	2790	1696
622	2795	1691
623	2800	1687
624	2804	1682
625	2809	1678
626	2813	1673
627	2817	1668
628	2821	1664
629	2826	1660
630	2830	1655
631	2833	1650
632	2837	1645
633	2841	1640
634	2844	1635
635	2848	1630
636	2852	1625
637	2856	1620
638	2860	1616
639	2864	1611
640	2869	1607
641	2873	1602
642	2877	1597
643	2881	1592
644	2885	1588
645	2889	1583
646	2893	1578
647	2897	1573
648	2901	1569
649	2905	1564
650	2909	1559
651	2913	1555
652	2917	1550
653	2921	1545
654	2925	1540
655	2929	1536
656	2933	1531
657	2936	1526
658	2940	1521
659	2944	1516
660	2948	1512
661	2952	1507
662	2956	1502
663	2959	1497
664	2963	1493
665	2968	1488
666	2972	1484
667	2977	1479
668	2982	1475
669	2987	1471
670	2992	1467
671	2996	1462
672	3001	1458
673	3006	1454
674	3011	1450
675	3015	1445
676	3020	1441
677	3025	1436
678	3029	1432
679	3033	1427
680	3036	1422
681	3040	1417
682	3044	1413
683	3048	1408
684	3052	1403
685	3056	1399
686	3061	1394
687	3065	1390
688	3069	1385
689	3073	1380
690	3077	1376
691	3082	1372
692	3087	1367
693	3091	1363
694	3095	1358
695	3098	1353
696	3102	1348
697	3106	1344
698	3110	1339
699	3114	1334
700	3118	1330
701	3121	1325
702	3125	1320
703	3129	1315
704	3133	1311
705	3137	1306
706	3141	1301
707	3145	1297
708	3149	1292
709	3152	1287
710	3156	1283
711	3161	1278
712	3165	1274
713	3170	1269
714	3174	1265
715	3178	1260
716	3183	1256
717	3188	1252
718	3193	1248
719	3198	1243
720	3203	1239
721	3207	1235
722	3212	1230
723	3217	1226
724	3220	1221
725	3224	1217
726	3228	1212
727	3232	1207
728	3236	1203
729	3240	1198
730	3244	1193
731	3248	1189
732	3252	1184
733	3256	1180
734	3260	1175
735	3264	1170
736	3268	1166
737	3272	1161
738	3277	1157
739	3281	1152
740	3285	1148
741	3289	1143
742	3293	1139
743	3297	1134
744	3301	1130
745	3305	1125
746	3309	1121
747	3313	1116
748	3317	1111
749	3321	1107
750	3325	1102
751	3328	1097
752	3332	1093
753	3336	1088
754	3341	1084
755	3344	1079
756	3348	1074
757	3352	1070
758	3356	1065
759	3361	1061
760	3365	1057
761	3370	1052
762	3374	1048
763	3378	1043
764	3383	1039
765	3387	1034
766	3392	1030
767	3397	1026
768	3402	1021
769	3406	1017
770	3412	1013
771	3416	1008
772	3420	1004
773	3423	999
774	3427	995
775	3431	990
776	3435	985
777	3439	981
778	3443	976
779	3446	972
780	3450	967
781	3454	963
782	3458	958
783	3462	953
784	3466	949
785	3471	945
786	3475	940
787	3479	936
788	3483	931
789	3486	926
790	3490	922
791	3494	917
792	3498	913
793	3502	908
794	3506	904
795	3510	899
796	3513	894
797	3517	890
798	3521	885
799	3525	881
800	3528	876
801	3533	872
802	3537	867
803	3541	863
804	3544	858
805	3548	854
806	3552	849
807	3556	845
808	3561	840
809	3565	836
810	3570	832
811	3575	827
812	3580	823
813	3585	819
814	3590	814
815	3597	811
816	3602	806
817	3607	802
818	3612	798
819	3618	794
820	3623	790
821	3628	785
822	3633	781
823	3638	777
824	3643	772
825	3647	768
826	3651	763
827	3656	759
828	3661	755
829	3667	751
830	3672	746
831	3676	742
832	3681	737
833	3685	733
834	3689	729
835	3694	724
836	3698	720
837	3703	715
838	3707	711
839	3712	707
840	3716	702
841	3720	698
842	3725	693
843	3729	689
844	3733	684
845	3738	680
846	3742	676
847	3746	671
848	3749	666
849	3753	662
850	3756	657
851	3760	653
852	3764	648
853	3767	644
854	3771	639
855	3775	635
856	3779	630
857	3784	626
858	3788	621
859	3793	617
860	3797	613
861	3802	608
862	3806	604
863	3812	600
864	3816	595
865	3820	591
866	3824	586
867	3828	582
868	3832	577
869	3836	573
870	3840	568
871	3844	564
872	3847	559
873	3851	555
874	3855	550
875	3861	546
876	3864	542
877	3868	537
878	3872	533
879	3876	528
880	3880	524
881	3884	519
882	3888	515
883	3892	510
884	3896	506
885	3900	501
886	3904	497
887	3908	493
888	3912	488
889	3916	484
890	3920	479
891	3924	475
892	3928	470
893	3932	466
894	3936	461
895	3940	457
896	3944	452
897	3948	448
898	3952	444
899	3956	439
900	3961	435
901	3966	430
902	3970	426
903	3974	422
904	3979	417
905	3983	413
906	3987	408
907	3993	404
908	3997	400
909	4001	395
910	4006	391
911	4011	387
912	4015	382
913	4019	378
914	4023	373
915	4027	369
916	4031	364
917	4035	360
918	4039	356
919	4044	351
920	4048	347
921	4054	342
922	4058	338
923	4063	334
924	4069	329
925	4074	325
926	4078	321
927	4082	316
928	4086	312
929	4091	307
930	4095	303
931	4099	299
932	4103	294
933	4107	290
934	4111	285
935	4115	281
936	4119	276
937	4123	272
938	4127	268
939	4131	263
940	4135	259
941	4140	254
942	4144	250
943	4148	246
944	4152	241
945	4157	237
946	4161	232
947	4165	228
948	4169	224
949	4174	219
950	4179	215
951	4185	211
952	4190	206
953	4196	202
954	4200	197
955	4205	193
956	4209	189
957	4213	184
958	4217	180
959	4221	175
960	4225	171
961	4229	167
962	4233	162
963	4237	158
964	4241	153
965	4245	149
966	4249	145
967	4253	140
968	4258	136
969	4262	131
970	4267	127
971	4271	123
972	4274	118
973	4279	114
974	4283	109
975	4286	105
976	4290	101
977	4295	96
978	4299	92
979	4303	87
980	4307	83
981	4312	79
982	4316	74
983	4321	70
984	4326	65
985	4331	61
986	4336	57
987	4341	52
988	4346	48
989	4351	43
990	4357	39
991	4363	35
992	4368	30
993	4373	26
994	4378	22
995	4384	17
996	4389	13
997	4396	8
998	4402	4
999	4407	0
