iter	Logloss
753	0.1176141199
754	0.1174054887
755	0.1172892893
756	0.1171473685
757	0.1170638082
758	0.1169086887
759	0.1166829919
760	0.1165218777
761	0.1163679563
762	0.1162071061
763	0.1160538788
764	0.1159295696
765	0.115758661
766	0.1156329481
767	0.1155590984
768	0.1154003404
769	0.115218618
770	0.1151094553
771	0.114955829
772	0.1148026755
773	0.11467031
774	0.1145082143
775	0.1143944598
776	0.1141885884
777	0.1139780075
778	0.1138271657
779	0.1136703237
780	0.1135597491
781	0.113425017
782	0.1132701915
783	0.1131300895
784	0.1129713842
785	0.1128920201
786	0.1127709314
787	0.1126264454
788	0.1123865851
789	0.1122244651
790	0.112053529
791	0.11189377
792	0.1117813656
793	0.1116723803
794	0.1114808628
795	0.1113685494
796	0.1112932874
797	0.1111618639
798	0.1109705614
799	0.1108168896
800	0.1106727009
801	0.1105393599
802	0.1104147114
803	0.1103727044
804	0.1102223159
805	0.1100939542
806	0.1099566474
807	0.1098674956
808	0.1096711939
809	0.1094910851
810	0.1094391639
811	0.1093183412
812	0.1091791775
813	0.1090146389
814	0.1088923982
815	0.1087901577
816	0.1086254804
817	0.108554118
818	0.1084103727
819	0.1082385804
820	0.1081083334
821	0.10795275
822	0.1078381779
823	0.1077924844
824	0.1077160846
825	0.1075760787
826	0.1074435636
827	0.107352867
828	0.1072273663
829	0.107052412
830	0.1068756551
831	0.1067296203
832	0.1065971073
833	0.1065196497
834	0.1063863869
835	0.1062658563
836	0.1061347576
837	0.1060072459
838	0.1059085488
839	0.1057549198
840	0.1056605736
841	0.1055467712
842	0.105401241
843	0.1052523653
844	0.1050784212
845	0.1049493814
846	0.1048621033
847	0.1047731116
848	0.1046251227
849	0.1045427085
850	0.1044579423
851	0.1043011647
852	0.1041728618
853	0.1040459099
854	0.1039194225
855	0.1037557564
856	0.1036368678
857	0.1035291013
858	0.103404006
859	0.1032340108
860	0.103181834
861	0.1030810314
862	0.102961225
863	0.1028535618
864	0.1027331411
865	0.1025886338
866	0.1024348352
867	0.1022857741
868	0.1021932199
869	0.1020308914
870	0.1019142289
871	0.1017684052
872	0.101707967
873	0.1015567881
874	0.1014508332
875	0.1013217321
876	0.1011646281
877	0.1010382062
878	0.1009223039
879	0.1008278217
880	0.1007082388
881	0.1005982397
882	0.1005219956
883	0.1004266936
884	0.1003304139
885	0.1002252686
886	0.1001410114
887	0.1000465849
888	0.09990787565
889	0.09979811625
890	0.09968888521
891	0.09955676527
892	0.09947008811
893	0.09934553907
894	0.09923911796
895	0.09909902563
896	0.09903527224
897	0.09891306301
898	0.09879329326
899	0.09869532915
900	0.09857809003
901	0.09842189686
902	0.09828406495
903	0.09819605587
904	0.09810383712
905	0.09796169391
906	0.09781493909
907	0.09771272174
908	0.09759919035
909	0.09752723577
910	0.09742252499
911	0.0973346832
912	0.0972006671
913	0.09708163615
914	0.09698930878
915	0.09687799244
916	0.09678998729
917	0.09673931404
918	0.09661525527
919	0.09652074105
920	0.09642100682
921	0.09632647984
922	0.09620033452
923	0.09609183312
924	0.09599921418
925	0.09586390169
926	0.09577133156
927	0.09563420655
928	0.09548742473
929	0.09536813965
930	0.09523316315
931	0.0950916218
932	0.09496436476
933	0.09482752448
934	0.09477773734
935	0.09462303973
936	0.09459088133
937	0.09454675028
938	0.09442805047
939	0.09434481332
940	0.09426482772
941	0.09415559476
942	0.09401601988
943	0.09389049599
944	0.09376535108
945	0.09370062475
946	0.09359195462
947	0.09350561776
948	0.09341230219
949	0.09327987805
950	0.09321724109
951	0.09312309199
952	0.09300085982
953	0.09289260267
954	0.09278594502
955	0.09266716472
956	0.09260496487
957	0.09245951774
958	0.09235644792
959	0.09228962607
960	0.0921669758
961	0.09205821452
962	0.09193177142
963	0.09186123933
964	0.09179141079
965	0.09172813754
966	0.09160855796
967	0.09151594248
968	0.09140228448
969	0.09136233362
970	0.09124745588
971	0.0911712022
972	0.09108201751
973	0.09096938056
974	0.09085717705
975	0.09078045409
976	0.09067289385
977	0.09063918777
978	0.09058428179
979	0.09047481472
980	0.09037820193
981	0.09022830824
982	0.09014910764
983	0.0900673806
984	0.08997039677
985	0.08991401081
986	0.08985286866
987	0.08978698385
988	0.08967200734
989	0.08957174361
990	0.08950405773
991	0.08942404029
992	0.0893331521
993	0.08924925515
994	0.08910435521
995	0.08902671622
996	0.08894411892
997	0.08883915101
998	0.08874411973
999	0.0886615031
