iter	Passed	Remaining
985	1515	12207
986	1516	12206
987	1518	12204
988	1519	12202
989	1521	12199
990	1522	12197
991	1524	12195
992	1525	12193
993	1527	12190
994	1528	12187
995	1529	12184
996	1531	12182
997	1532	12178
998	1533	12176
999	1535	12174
1000	1536	12171
1001	1538	12169
1002	1539	12166
1003	1541	12163
1004	1542	12160
1005	1543	12158
1006	1545	12156
1007	1546	12153
1008	1548	12150
1009	1549	12148
1010	1551	12147
1011	1552	12145
1012	1553	12142
1013	1555	12139
1014	1556	12137
1015	1558	12134
1016	1559	12131
1017	1560	12129
1018	1562	12126
1019	1563	12123
1020	1565	12121
1021	1566	12119
1022	1568	12118
1023	1569	12115
1024	1571	12115
1025	1572	12113
1026	1574	12110
1027	1575	12108
1028	1576	12105
1029	1578	12103
1030	1579	12100
1031	1580	12097
1032	1582	12095
1033	1583	12093
1034	1585	12091
1035	1586	12089
1036	1588	12086
1037	1589	12083
1038	1590	12080
1039	1592	12078
1040	1593	12075
1041	1594	12072
1042	1596	12069
1043	1597	12066
1044	1599	12063
1045	1600	12061
1046	1601	12059
1047	1603	12056
1048	1604	12053
1049	1606	12052
1050	1607	12050
1051	1609	12049
1052	1610	12047
1053	1612	12045
