iter	Logloss
191	0.5708496655
192	0.5702364957
193	0.5696709537
194	0.5690516521
195	0.5686114874
196	0.5682467018
197	0.5675341929
198	0.5670584515
199	0.5666191433
200	0.5659995943
201	0.5654965842
202	0.5648907552
203	0.5644040082
204	0.564245557
205	0.5640550155
206	0.5637913985
207	0.5631765705
208	0.5627329094
209	0.5624373678
210	0.5616936775
211	0.5616137473
212	0.5613944193
213	0.5609420499
214	0.5607911282
215	0.5607152541
216	0.5605440185
217	0.5603509289
218	0.559756582
219	0.5591924841
220	0.5590543167
221	0.5585495125
222	0.5584060112
223	0.5582275261
224	0.5577921586
225	0.5571334998
226	0.5568573902
227	0.5563880341
228	0.5563337409
229	0.5562235376
230	0.5559572106
231	0.5556912053
232	0.5551560653
233	0.5547738224
234	0.5546058331
235	0.5540365076
236	0.5538241337
237	0.5537248088
238	0.5535761554
239	0.5532358436
240	0.5531195341
241	0.5530302969
242	0.5528417568
243	0.5523672668
244	0.5518287806
245	0.5515298822
246	0.5514783264
247	0.5511606157
248	0.5507935942
249	0.5506965214
250	0.5502307221
251	0.5499679854
252	0.5497837529
253	0.5491882657
254	0.5488648922
255	0.5487170905
256	0.5482676016
257	0.5482038868
258	0.5481592046
259	0.5477617941
260	0.5476394247
261	0.5475747525
262	0.5474004849
263	0.5470218491
264	0.546740741
265	0.5466578352
266	0.5461855925
267	0.5457569983
268	0.5456005833
269	0.5451783482
270	0.5445917437
271	0.5441156758
272	0.5439151577
273	0.54349048
274	0.5431143014
275	0.5426166763
276	0.5422413571
277	0.5418738387
278	0.5411833636
279	0.5411316079
280	0.5409867533
281	0.5408881996
282	0.5406488626
283	0.5401999671
284	0.5400980661
285	0.5400168033
286	0.5399030342
287	0.5395449314
288	0.5393690458
289	0.5389169706
290	0.538624968
291	0.5380910563
292	0.5380164277
293	0.537848124
294	0.5376857805
295	0.5371339841
296	0.5368091286
297	0.5365832342
298	0.5361086007
299	0.5360862196
300	0.5357067631
301	0.5354291938
302	0.5349785726
303	0.5344622456
304	0.5340552645
305	0.5338996857
306	0.5338104959
307	0.5336130749
308	0.5332883652
309	0.5332680704
310	0.5330319256
311	0.5327097023
312	0.5324398765
313	0.5319972324
314	0.531724053
315	0.5313623189
316	0.5309253754
317	0.5305673047
318	0.5301865047
319	0.5298582704
320	0.5297999531
321	0.5293046258
322	0.5291996611
323	0.5290337801
324	0.5288728881
325	0.5287949384
326	0.5284000019
327	0.5282816159
328	0.5280623787
329	0.5280290761
330	0.5279737284
331	0.5278914286
332	0.5278752352
333	0.5276999741
334	0.5272128712
335	0.5268395745
336	0.5263688313
337	0.5258555049
338	0.5255116683
339	0.5251135225
340	0.5246167783
341	0.5243767505
342	0.5241287645
343	0.5236815148
344	0.5233454317
345	0.5231990541
346	0.5228372268
347	0.5226979127
348	0.5223055128
349	0.5219836247
350	0.5216355197
351	0.521438716
352	0.5212779148
353	0.5208848798
354	0.5205272703
355	0.5200279612
356	0.5200139496
357	0.5199340477
358	0.5196665499
359	0.5192825616
360	0.5188822329
361	0.5186385943
362	0.5183313826
363	0.5180232754
364	0.5178933603
365	0.5178408821
366	0.5174637207
367	0.5172977039
368	0.5168465487
369	0.5167633242
370	0.5167009381
371	0.5166470041
372	0.5166279148
373	0.5165739585
374	0.5160528003
375	0.5159398427
376	0.5156303264
377	0.5154255608
378	0.5152062526
379	0.5151606833
380	0.5147067386
381	0.5145612684
382	0.5144751994
383	0.5141690898
384	0.5137627472
385	0.5136840012
386	0.5133001524
387	0.5129653887
388	0.5125596832
389	0.5125068385
390	0.512146826
391	0.5117911331
392	0.5113720519
393	0.5112288597
394	0.5109187017
395	0.5104866677
396	0.5102757714
397	0.5100365761
398	0.5096851079
399	0.5091637143
400	0.5087986397
401	0.5086137561
402	0.5083100685
403	0.5080520476
404	0.5078021802
405	0.5076637179
406	0.5073362614
407	0.5072327228
408	0.5071778529
409	0.5068203569
410	0.50662304
411	0.5061305214
412	0.5061062712
413	0.5060408522
414	0.5060168074
415	0.5059082375
416	0.5055246535
417	0.5050506152
418	0.5046517918
419	0.5044810505
420	0.5040772644
421	0.5040566132
422	0.5037218337
423	0.5033973888
424	0.5030293231
425	0.5027181885
426	0.5022863477
427	0.5021274501
428	0.5016813199
429	0.5012938437
430	0.5011311766
431	0.5007399353
432	0.5004686196
433	0.5002591887
434	0.5002256767
435	0.4999236942
436	0.4995916713
437	0.4992011524
438	0.4987856334
439	0.4986772949
440	0.4982208998
441	0.4981027828
442	0.4975549033
443	0.4973266726
444	0.4972029183
445	0.4968743248
446	0.496813471
447	0.4966924959
448	0.496373158
449	0.4961511946
450	0.496138967
451	0.4958272192
452	0.4955078771
453	0.4951179131
454	0.4950852218
455	0.495076009
456	0.4948056229
457	0.4944152558
458	0.494050675
459	0.4938996569
460	0.4935744442
461	0.4934867524
462	0.4930880724
463	0.4929264679
464	0.4925131363
465	0.4924280457
466	0.4921475135
467	0.4920955488
468	0.4919745588
469	0.4917645675
470	0.4916449721
471	0.4916143206
472	0.4912908095
473	0.4912008123
474	0.4907985335
475	0.4906682169
476	0.4904525007
477	0.4901034238
478	0.4898080497
479	0.489462021
480	0.4891681769
481	0.4889148515
482	0.488785573
483	0.4886204173
484	0.4882629497
485	0.4881233802
486	0.4877851575
487	0.4876511619
488	0.4874166988
489	0.4870794658
490	0.4868059562
491	0.4866428905
492	0.4865815613
493	0.486255502
494	0.486033534
495	0.4859236386
496	0.4856350305
497	0.4855335929
498	0.4852207751
499	0.4851093001
500	0.4847156911
501	0.4843282221
502	0.4842627135
503	0.483855833
504	0.4834920123
505	0.4831836693
506	0.4829919927
507	0.4828612533
508	0.4826305831
509	0.4824836343
510	0.4821988023
511	0.482162241
512	0.4819487583
513	0.4818677202
514	0.4817955612
515	0.4814532642
516	0.4813919199
517	0.4810809376
518	0.4810744409
519	0.480787312
520	0.4804527627
521	0.4801328626
522	0.4797936925
523	0.479602123
524	0.4795258326
525	0.4792903931
526	0.4790351244
527	0.4787985674
528	0.4787098749
529	0.4783508577
530	0.4783017982
531	0.478086925
532	0.4778516945
533	0.4777627929
534	0.4776236882
535	0.4774928642
536	0.4773381478
537	0.4772455125
538	0.4770187038
539	0.4767699516
540	0.4763987524
541	0.4763723336
542	0.4763271858
543	0.476025194
544	0.4756631959
545	0.4755959066
546	0.4754075304
547	0.4751322359
548	0.4749885292
549	0.4746912422
550	0.4744535225
551	0.4741440213
552	0.4740247495
553	0.4736627832
554	0.4735564322
555	0.4732822447
556	0.4731368452
557	0.4728649694
558	0.4728191764
559	0.4727798879
560	0.4724487715
561	0.472436999
562	0.4723856194
563	0.4721653108
564	0.4720319153
565	0.4717622455
566	0.4716558794
567	0.4715451768
568	0.4713624187
569	0.4709226421
570	0.4707592711
571	0.4705082101
572	0.4703147024
573	0.4702349304
574	0.4699903362
575	0.4699323476
576	0.4698661228
577	0.4698235137
578	0.4697364073
579	0.4693304943
580	0.4692527786
581	0.4692334933
582	0.4691924027
583	0.4691264147
584	0.4690774377
585	0.4689406531
586	0.4687289579
587	0.4687104979
588	0.4683526586
589	0.4681482939
590	0.467939116
591	0.4675923054
592	0.4672538315
593	0.4669543888
594	0.4666962647
595	0.4663276515
596	0.4662501309
597	0.4660602391
598	0.4659965158
599	0.4657364373
600	0.4655716269
601	0.4654572837
602	0.4653347329
603	0.4652133487
604	0.4651682295
605	0.4649358131
606	0.4648441979
607	0.4645177946
608	0.4642902502
609	0.4642504453
610	0.4641897069
611	0.4640911769
612	0.464022562
613	0.4639877489
614	0.46373131
615	0.4637183426
616	0.4636554189
617	0.4634194389
618	0.4630538034
619	0.4630027144
620	0.4627601877
621	0.4625674375
622	0.4625559172
623	0.4622283954
624	0.4619419867
625	0.4616516595
626	0.4614812042
627	0.4612546668
628	0.4610449073
629	0.4609463901
630	0.4607387271
631	0.4605311639
632	0.4601997112
633	0.4598757053
634	0.4595813931
635	0.4592568095
636	0.4591848889
637	0.4589743985
638	0.458844937
639	0.458591145
640	0.4583332868
641	0.4581362325
642	0.4578607194
643	0.4577064866
644	0.4574985762
645	0.457313846
646	0.457149041
647	0.4569496674
648	0.4568911824
649	0.4567765293
650	0.4565749236
651	0.4562248058
652	0.4560853521
653	0.4559883405
654	0.4559477841
655	0.4557194782
656	0.4554532708
657	0.455399108
658	0.4548713105
659	0.4546087543
660	0.4543927459
661	0.4543875416
662	0.4541934727
663	0.4541152506
664	0.4538914892
665	0.4538211313
666	0.4536806059
667	0.4536441407
668	0.4534610711
669	0.453447231
670	0.4532419318
671	0.4529980016
672	0.452923274
673	0.4528183493
674	0.4525949518
675	0.4524764224
676	0.4522732548
677	0.4520808083
678	0.4518446695
679	0.4515471039
680	0.451336445
681	0.4513049178
682	0.450901678
683	0.4506867245
684	0.4505647329
685	0.4504755821
686	0.4503501588
687	0.4501315598
688	0.4500036356
689	0.4496753527
690	0.4494366662
691	0.4491426546
692	0.4490268313
693	0.4489690718
694	0.4488384638
695	0.4483089676
696	0.4479620339
697	0.4478175854
698	0.4475995886
699	0.4472473171
700	0.4471745342
701	0.4470816461
702	0.4468587111
703	0.4467786192
704	0.4467263681
705	0.4464996594
706	0.4464539549
707	0.4461483947
708	0.4457759251
709	0.4455712458
710	0.4453001138
711	0.4450653625
712	0.4448406224
713	0.4445416185
714	0.4444904443
715	0.4443443736
716	0.4440709257
717	0.4439065889
718	0.4437056034
719	0.4434215474
720	0.4431734632
721	0.4431324204
722	0.4429244458
723	0.4426431607
724	0.4423903314
725	0.4420892545
726	0.4420634208
727	0.4419127703
728	0.4416696104
729	0.4414549092
730	0.4414345542
731	0.4413004241
732	0.4409920495
733	0.4407623364
734	0.4406866981
735	0.4406254506
736	0.4402822294
737	0.4400563204
738	0.4400305174
739	0.439953265
740	0.4398828327
741	0.4396210868
742	0.4393320468
743	0.439212555
744	0.4392000362
745	0.4389446857
746	0.4387689035
747	0.4384717134
748	0.4384606616
749	0.4382354559
750	0.438005131
751	0.4378153516
752	0.4375810003
753	0.4374512
754	0.4372641171
755	0.4369620101
756	0.4367820022
757	0.436563342
758	0.4363590401
759	0.4361228738
760	0.4360571153
761	0.4359830223
762	0.4359176602
763	0.435637887
764	0.4353808025
765	0.4351639505
766	0.4351526291
767	0.4349413623
768	0.4348348676
769	0.4348171076
770	0.434747843
771	0.4345626172
772	0.4343217046
773	0.4341202446
774	0.4340504437
775	0.4338113192
776	0.4336599002
777	0.4333382622
778	0.4329834659
779	0.4328188427
780	0.4326060377
781	0.432381242
782	0.4321807838
783	0.4320828202
784	0.4320440948
785	0.4317682856
786	0.4316903782
787	0.4315887709
788	0.4314390584
789	0.4313129895
790	0.4312478445
791	0.4311565515
792	0.4309163419
793	0.4308674237
794	0.4306916038
795	0.430387154
796	0.4301381026
797	0.4299984747
798	0.4296728903
799	0.4294713997
800	0.4294250283
801	0.4292413241
802	0.4289155452
803	0.4288307908
804	0.4287510288
805	0.4285269818
806	0.4284693137
807	0.4283363342
808	0.428209998
809	0.4279292326
810	0.4276901759
811	0.4274210248
812	0.4271920469
813	0.4269921281
814	0.4269486508
815	0.4266388828
816	0.4264248467
817	0.426191637
818	0.4259326917
819	0.425664875
820	0.4255266904
821	0.4252880681
822	0.4250612015
823	0.4248105382
824	0.424784155
825	0.4246090751
826	0.4243265298
827	0.4242737061
828	0.4240118302
829	0.4238831228
830	0.4238467804
831	0.4238380958
832	0.4238209314
833	0.4237871191
834	0.4236337918
835	0.4233727127
836	0.4231538699
837	0.4231223359
838	0.4228418765
839	0.4227896605
840	0.4226831109
841	0.4226175971
842	0.422353564
843	0.4221827967
844	0.4220802741
845	0.4220344325
846	0.421827533
847	0.4217557759
848	0.4214747343
849	0.4212341275
850	0.421191219
851	0.420889862
852	0.4206015353
853	0.4205423616
854	0.4203772677
855	0.420365952
856	0.4202427174
857	0.4201913235
858	0.4201155425
859	0.4199430259
860	0.4196748755
861	0.4194268514
862	0.4192949465
863	0.4192363123
864	0.4189274745
865	0.4187342181
866	0.4185597437
867	0.4184903458
868	0.4182527255
869	0.4180217675
870	0.4178055907
871	0.4177545848
872	0.4176157717
873	0.4176024605
874	0.4175493849
875	0.4175300124
876	0.4173322454
877	0.4172120979
878	0.4170407029
879	0.4168614416
880	0.4165774431
881	0.416313009
882	0.4159728417
883	0.4158073655
884	0.4156160894
885	0.4156086077
886	0.4155081758
887	0.4153572662
888	0.4152615549
889	0.4152344891
890	0.4151771913
891	0.4150485261
892	0.4148624662
893	0.4147372985
894	0.4144736483
895	0.4142405756
896	0.4140572946
897	0.4139183613
898	0.4136104905
899	0.4134583336
900	0.4133157599
901	0.4131116474
902	0.4130719363
903	0.4129330525
904	0.4127135116
905	0.4124060419
906	0.4122499234
907	0.4120765102
908	0.4119419818
909	0.4116873852
910	0.4115632084
911	0.4115511604
912	0.411405327
913	0.4111762369
914	0.4109587245
915	0.410785293
916	0.410699559
917	0.4105235295
918	0.4103693211
919	0.4101253384
920	0.410069976
921	0.4099885036
922	0.4098145661
923	0.4095972727
924	0.4094246983
925	0.4091891283
926	0.4090008693
927	0.4088654346
928	0.4085138184
929	0.4082789737
930	0.4080241604
931	0.4077871127
932	0.4076223555
933	0.4074237426
934	0.4072113938
935	0.4070504458
936	0.4068877839
937	0.406725987
938	0.4067019162
939	0.4064674234
940	0.4062734647
941	0.4062055507
942	0.406013963
943	0.405980923
944	0.4059406416
945	0.4057901742
946	0.4056312077
947	0.4054453914
948	0.4053822236
949	0.4053470446
950	0.4051755308
951	0.4049487888
952	0.4049410141
953	0.4048675873
954	0.4046424002
955	0.4044488647
956	0.4044395086
957	0.4042899406
958	0.4041440563
959	0.4039050468
960	0.4038120958
961	0.4035450909
962	0.4034582048
963	0.4033818376
964	0.4032709105
965	0.4029251117
966	0.4027622245
967	0.4024078071
968	0.4023198229
969	0.4022098047
970	0.4021588549
971	0.4020268732
972	0.4018548918
973	0.4017564044
974	0.401528107
975	0.4012691698
976	0.4010734818
977	0.4008535781
978	0.4006326698
979	0.4004849051
980	0.4004369042
981	0.400377106
982	0.4002692474
983	0.4002078856
984	0.4001885318
985	0.4001458084
986	0.400009141
987	0.3997880537
988	0.3997215995
989	0.3996562612
990	0.3995257671
991	0.3994568415
992	0.399243124
993	0.3990081185
994	0.3988816435
995	0.3987127837
996	0.3986953198
997	0.398455321
998	0.3983979185
999	0.3981227203
1000	0.3980458664
1001	0.3979738216
1002	0.3979626969
1003	0.3978091582
1004	0.3976727893
1005	0.3974069613
1006	0.3973961614
1007	0.3972998671
1008	0.3970743219
1009	0.3969151717
1010	0.3968321505
1011	0.3966849226
1012	0.3966726217
1013	0.3965319441
1014	0.3963664777
1015	0.3961723241
1016	0.3961462481
1017	0.3960965777
1018	0.3960854715
1019	0.3958650508
1020	0.3957153926
1021	0.3956171518
1022	0.395597606
1023	0.3954922543
1024	0.3953304956
1025	0.3951438277
1026	0.3950050157
1027	0.3948019501
1028	0.3946249606
1029	0.3944455395
1030	0.3942307414
1031	0.3940289492
1032	0.3938172206
1033	0.3935703025
1034	0.3934616812
1035	0.3932885965
1036	0.3930733971
1037	0.3929473483
1038	0.3928441456
1039	0.3926384773
1040	0.3925071366
1041	0.3922558066
1042	0.3920567699
1043	0.391908317
1044	0.3917725202
1045	0.3917238642
1046	0.3915692072
1047	0.3914648842
1048	0.391307671
1049	0.3910972512
1050	0.3910684426
1051	0.3908132475
1052	0.390609546
1053	0.3904583464
